number,asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime
14,B07TMJ1R3X,"[0, 0]",2,"So, let’s be real…this is no IPad…but for my kids, this tablet has been great. I had the old 8 and it lasted a year or so. Fine with me. I decided to upgrade to this 8 (2020) and everything was fine…I had to get new cases and everything because of course it isn’t compatible. I set it all up, got my kid’s profile set up and she started playing. She plays like 6 or 7 apps…she’s 3 so, she starts one and plays it for a bit and then moves onto another…with the previous tablet, I would take it and press the square at the bottom and close the apps but with this new one, THERE IS NO OPTION. I’ve called Amazon and tech support and there literally is no way to close apps on a child profile BESIDES, going to the adults profile, settings, applications, and FORCE CLOSING EACH APP. How cumbersome and irritating.
The open apps slow down the tablet and sometimes, the sounds from one open app plays over the other open app.
VERY IRRITATING.

AMAZON, reprogram this and send and update. It’s totally weird and makes zero sense.","12 16, 2021",R1B40L12OG4C6H,yello240,It’s a Fire Tablet - NO WAY TO CLOSE APPS ON CHILDS PROFILE,1639584000
15,B07TMJ1R3X,"[0, 0]",2,"Recently my Kindle fire 8 #4 experienced a broken screen. I regularly used Fire #3 and #4, both 8s. Prime Day I took advantage and bought another Kindle Fire 8 now known as #5.

No problem getting set up and hooked up to WiFi but it will periodically shut off video mid video program and had a serious lag time of updating progress. All updates supposedly done. Last night not only did it shut off mid program but it thought WiFi was not available. When Wifi showed up again, it had forgotten the password.

I did like the sound quality but was irritated to discover it wouldn't fit the high quality cover on on wrecked #4. My own fault for not checking size and I ordered a new cover. New cover was on it when it stopped cold turkey last night, but this morning it was working fine and apparently remembered the wifi password.

Just now it stopped mid video and the screen turned black. I am sure when I go back to it there will be nothing wrong but it is quite disappointing, after being a long time Fire user, to discover the Fire 8 is now half the machine it used to be.

If anyone knows if I can do anything else to improve this connectivity problem, please speak up. Thank you!","07 02, 2021",RHGG009OP1EWR,Karen D,You Get What You Pay For,1625155200
16,B07TMJ1R3X,"[0, 0]",1,"The Amazon Kindle Fire HD8 arrived in three days instead of the two days Amazon Prime boasts for deliveries. After spending more than an hour on the telephone with a technician, we decided the device was defective and needed to be replaced. I was promised a replacement within two days. Up until late on the second day, the Amazon tracking function was still promising that the Kindle would arrive by 9 p.m. Then the tracking notice informed me that it might be another two days before the replacement would arrive. I don't mind so much that a delivery takes more than two days. However, it is infuriating that Amazon continues to blow smoke up my skirt with every delivery--claiming that it will take just two days, but actually taking three, or four, or even five days to get me the product. It's a sign of either dishonesty or simple incompetence.","01 27, 2021",RXPM8T60WTF94,Rixplex,Amazon Amazin',1611676800
17,B07TMJ1R3X,"[0, 0]",4,"I love my Fire tablet and use it everyday. It has many functions as numerous other reviews discuss. It's a huge bargain as well. I deducted one star because my last one started having problems recognizing the SD card storage and finally died much sooner that I expected. My previous one to that one lasted years and years. I immediately ordered a new one with more internal storage. I use it everyday but it is having some glitches sometimes downloading Kindle books. It's working fine for everything else (email, music, reading Kindle books, photo storage, Solitaire, amazon shopping, checking my Ring cameras, using Alexa, etc.) Hopefully this is just a temporary glitch but before these last two tablets I never had any problems with the older versions. Still can't do without one, though.

A note of warning: If you get an amazon device (Fire or Paperwhite) that's defective, DO NOT return it for a ""replacement,"" even if it's defective right out of the box. No matter that it was DOA, amazon will send you a refurbished replacement even though you've paid for a new device. Return it for a REFUND, and then reorder a new replacement separately. I and many others have learned this the hard way. Why amazon does this is baffling, but I know from experience this is what they will do.","06 24, 2021",R1DZW8DA7S5VFS,a viewer,Use it everyday,1624464000
18,B07TMJ1R3X,"[0, 0]",1,"I received my Kindle Fire 8 on Feb 6 and I'm returning it today, the 8th. I bought it because my Kindle Paperwhite can only read out loud with Bluetooth earphones or the car which works sometimes. The Fire 8 can use regular earphones so I bought it. The many downsides of this Kindle 8 far exceeds the minor irritation that Bluetooth earphones cause me. So, yesterday I was trying to read a Kindle text to speech book on my new Kindle. I would get it to start reading but if the Kindle is tilted slightly it tells you that it's repositioning the screen, which makes it stop reading so you have to start all over with trying to get it to read. I turned off the repositioning screen option. At some point I touched the screen and brought the book to chapter 49 when I was reading page 11. It took a while to figure out how to get back to the beginning. Then I was listening for few minutes and, poof, the book goes into lock screen. So I would have to start over. I find there is no way to turn off lock screen and the longest you can set it is 30 minutes. A lot can happen in that 30 minutes, such as my Kindle realized that it can't connect to WIFI. I'm in my car so no, it can't connect to WIFI but it likes to remind me every few minutes, which turns the reader off and I have to start over. But I was driving so I had to wait until I got home. My internet was down when I got home so my kindle couldn't connect to WIFI still. It had to remind me. I was going to listen to my story until I fell asleep so I turned the WIFI off in options and turned reader back on. 30 minutes later, poof, it went to lock screen. I was done. It's going back today. It does not in any way add to my enjoyment of reading. I still don't know what a ""waypoint"" is but it tells me I have four or more on my book screen, covering some of the text. I do wish Amazon would bring back the original Kindle text to speech reader.","02 08, 2022",R34JSSFRP4BGUZ,Mary Pollard,Confusing and Useless for Me,1644249600
19,B07TMJ1R3X,"[0, 0]",5,"I got a deal on this Kindle Fire after returning/recycling my first generation Kindle Fire that, while still slowly working and constantly needing recharging, had mainly become a paperweight. I mostly use this new Kindle Fire for reading and am slowly getting into its many other functions. It's very comfortable for reading and I like the automatic blue light reduction feature for night reading, although the amber color is a little on the orangey side. It's nice that you can display the time in the corner while reading a book so you don't let time get away from you, as can happen with a good book. One feature was bugging me until I read up on it. There is a sensor for screen brightness that automatically adjusts the brightness for different lighting conditions. The screen kept dimming and brightening while I was reading and I thought the product had a defect until I read that accidentally covering the sensor with your fingers would affect the brightness. I turned this feature off and no longer have a problem. Another benefit is that the new Kindle Fire charges up quite quickly and holds a charge for a long time. Overall I'm quite pleased.","09 02, 2021",R1VRPPYJZ2O0GA,William E. Hall,The right size and weight for reading. Long battery life and quick charging.,1630512000
20,B07TMJ1R3X,"[0, 0]",4,"I paid $60 for the 32GB, with ads device, on sale, specifically for a ""throwaway"" device to watch movies, especially on Amazon Prime, or dump some on a microSD card and watch them on VLC (on the Amazon app store). It's great for putting on the treadmill, and I'm sure it'll be good for traveling too, when I don't want to bring along a laptop. It's not particularly snappy or anything, but again, completely worth the sale price, and Amazon has frequent Kindle sales. Also props are warranted for the above mentioned sdMicro slot, and USB C connection, and a headphone jack. The speakers are fine, but a good pair of headphones are much better.

Still, even for a cheap media device, the proprietary apps are too annoying for 5*. There are ways to load Google Play, and maybe I will some day to get rid of them. Like their keyboard and the Silk browser--really, Amazon? Just let me install Swfitkey, Chrome, and other far more useful apps than your own w/o having to sideload them. The Amazon apps store is far too limiting if I wanted to use the Fire tablet for anything other than watching movies and maybe reading the odd book, which I'd rather do on my Kindle Voyage.","07 04, 2020",RT5J3RRVY27BK,Dave Ruff,"Worth it for a media device, if you can find it on sale",1593792000
21,B07TMJ1R3X,"[0, 0]",3,"Tue 3/22/2022 10:41 am. I bought this @ 11/01/21 on sale at $45 or so. At first it was pretty good, but the standard computer industry regimen of endless updates slowed it to a crawl by 3/22. Or at least I assume that's what happened; it seems to happen to everything else, windows 10 for instance, but I guess the Fire HD8 didn't start fast-enough or who knows. ... I didn't find the other built-in annoyances -- the advertising and various other limitations -- to be that annoying, but finally it got so I couldn't get a web page in less than a minute or two.","03 22, 2022",R31Q7APT7HSWER,James G. Owen,Doesn't stay good.,1647878400
22,B07TMJ1R3X,"[0, 0]",4,"I received this tablet as a gift from work so I am not biased one way or the other. I write this review to help potential buyers set their expectations properly. This device is no iPad or Samsung tablet replacement. It is not a snappy responsive device. It is good at two things and two things only allowing you to consume content (digits music, audio, podcasts, video, books) and acting as another Amazon Alexa. I feel it performs those functions very well. It is also a nice storefront for Amazon shopping and provide great access to Prime services such as photos and drive. Do not expect to play cpu or graphics intensive games or download and use work related apps reliably on this device. No slack. Zoom is slow and laggy. No Google Service so no Chrome, Google Workspace, Google cal or gmail. There are replacements and alternatives for some of these services but they’re slow or clunky. The speakers are barely audible unless you are in a quiet room so expect to wear headphones. I like that Bluetooth is supported. It will work well as a reader. Video is smooth and hasn’t lagged or glitched. I use HBOMax, Netflix, Paramount, Hulu and YouTube TV. All are available as apps except YouTube TV which I have to watch in Amazon Silk (the web browser). I like that I can use this device as a photo frame for my Amazon photos while charging. It has a camera and Mic so I can probably use it as an Echo but I expect a less than stellar experience. This is what you should expect from a $130 tablet. If you want something that is more like a touch screen computer with no keyboard then go Samsung or Apple. You will pay for what you get but you will get what you expect.","12 06, 2021",R2DQTYOC47B87E,Vinny (from Wake Forest),Set your expectations accordingly,1638720000
23,B07TMJ1R3X,"[0, 0]",4,"I was an early adopter of these amazon fire tablets years ago, bought primarily for reading my kindle book. Then I switched to the iPad with the kindle app on it.
I gave away my iPad some time ago because it didn't get much use (life was busy and I defaulted to just using my iPhone). I have made a return to heavy kindle book reading and I thought I would get one of these again just to have a bigger screen. I got the 8"" sized tablet because of this intended purpose. If I wanted to primarily watch movies and videos I would have bought the 10"".

The tablet is lighter than previous versions and yet sturdy (I use it without a case of any kind and it fell off my bed just this morning with no damage). I have side loaded Google apps onto it, so it is a little time saver when I want to use my favorite google apps without having to turn on my pc or even use my phone. I want to use this primarily for reading, but with the great screen and easy access to Netflix, Youtube and Instagram I find myself being distracted a lot.

Caveat: This is not as fast and snazzy like an iPad, and the battery life could be better but overall, It's a great practical tablet at this price point and I recommend it.","07 17, 2021",RBGSIQUIWMYQ7,CS,Satisfied,1626451200
24,B07TMJ1R3X,"[0, 0]",5,"I bought an HD 8 to fill in while my iPad 6 was being repaired (new battery).

This little tablet surprised me. For less than $100 it is a phenomenal buy. Speedy, responsive, and has a pretty good screen. It's not an iPad Air, but it's cheaper than a set of air pods!

The speakers are great compared to any tablet I've ever had. They can actually be used for music.

The OS seems a little 'clunky' at first but once you get used to it it's fine. When I first got it I tried to turn it into a real Android tablet. Turns out I didn't need to. I was able to get everything I needed to run on it without rooting or any other trickery.

The only (small) problem is that the plastic case is quite slippery. It's been dropped more than a few times.

I'm still getting used to the locations of the buttons.","04 26, 2022",R2AKHOHMXO5HZ2,Computer Geek,"Takes a little getting used to.p, but WOW.",1650902400
25,B07TMJ1R3X,"[0, 0]",4,"Update: amazon contacted me and recommended to use the blue shade feature. I just want to provide a quick update about this. Yes I did use the blue shade feature which certainly helps to reduce eye strains. I just want to emphasize that the problem is with the screen resolution, not the light. I have no problem reading with backlit screen. But again, many people have reviewed and confirmed they have no such problem so it could be just me. I think my original 2 stars review was a bit unfair because like i said from start, this tablet is pretty smooth and watching videos on it is very good. Combining this and how fast and openminded amazon is wrt customer review, i change the overall rating to 4 stars.

I want to like this tablet. I really want to. But I'm gonna return it.

This tablet has a good form. I like it a lot better than the fire hd 7 or 10 which is long and narrow which is meant for watching movies but holding is kinda weird. I'd say the fire hd 8 is a bit heavier than I expected for such a small tablet, but still comfortable enough to hold for a long time. I didn't install the google playstore because some said it could slow down the tablet. FireOS and its store obviously are limited, but because this is still android, you can find apk for other apps on apkmirror and install on the fire hd. I did the same to install lithium and tachiyomi and it worked nicely. The tablet is fast enough I'd say! I watched several prime videos on it and 720p comes out very watchable. Reading manga on this tablet is also very good. Some people say 8"" is too small for comics. That's true because comics often have text printed very small. Manga on the other hand are fine.

So why do I return it? Because the screen is not crispy enough to read text! honestly, after reading books on it for an hour it hurts my eyes. This never happens with my Ipad or samsung tablets. I should have known better that with this resolution. I hate this fact so much because i bought this mainly for light reading before sleep. I read other reviews and many people say they read on it just fine so I'd say this is just personal opinion so don't hold mine strongly against this tablet.","01 23, 2021",RUFCI99Y67TCD,Yooo,Good tablet but it doesn’t work for me,1611331200
26,B07TMJ1R3X,"[0, 0]",4,"It's optimized for Amazon content--Ebooks purchased through Amazon, but you can also read other e-book content: I buy a number of e-books from different vendors, and use Calibre to manage my non-Amazon library. You can download those e-books to the 10th gen Kindle Fire, although having to re-enable file transfer every time you connect is clunky.

Of course, you can play games on the Kindle Fire! Most prior games that you purchased from the Amazon App Store will run fine.

I purchased this as a replacement for an earlier generation Kindle Fire, whose battery was beginning to age. The battery life on this one is just fine.

Some critiques:
(1) While it works fine for reading e-mail sent to gmail, I have not tested with other providers (such as Microsoft's ""hotmail"" service).
(2) The calendar app still does not integrate with Google Calendar. Just open up your Google Calendar using the browser (Silk), and bookmark your calendar app.
(3) The maps application is also poorly functional. Again, open the browser (Silk), open up your favorite mapping application, and bookmark your favorite mapping application.
(4) I don't like the new way that it organizes, with ""For You,"" ""Home,"" and ""Library."" Your apps, games, and other e-books are in ""Library,"" and finding your downloaded books in ""Library"" is cumbersome.
(5) Changing the location of the rear camera makes this Fire incompatible with earlier generation cases. That's either ""not paying attention,"" or intentional monetizing accessories. Bad!","03 15, 2021",R1QLKE7FOOLAZP,Hy D. Tran,"Think of it as an enhanced Kindle reader, not an Android tablet",1615737600
27,B07TMJ1R3X,"[2, 2]",2,"Update Amazon replaced the fire 8 after my conversations about not being able to download my Kindle books. Unfortunately this replacement is just as slow it took over 3 hours to download 1 book. my 10 year old android downloads the same book in less than 5 minutes. If Amazon would quit trying to sell and track my activities, I am sure it would run faster.

When i purchased the fire 8 I thought I would be getting a bigger screen. However it is the same size as my old fire 7. Even with ""faster Processor"" my old android still downloads books faster than this new fire 8. I guess Amazon has so much spying going on that the fire can't do what the owner expects. The only reason I bought the new fire 8 was because Amazon has screwed up my fire 7 so bad that it can't even download books even after I spent over three hour on the phone with them. I just got the fire today so I don't know how long the battery will last.","01 21, 2021",R1CO4CAC2XFB2G,JDC,ho hum improvement over my old fire 7,1611158400
28,B07TMJ1R3X,"[0, 0]",5,"Sorry to see the old one conk out, but I do like the improved speed over the HD 8 6th generation tablet I got in 2016. Very disappointed that my security cam software (iztouch) I used on the 6th gen was no longer on the Amazon apps list, but after some pain I managed to find it on another site. When I got the 6th gen in 2016 I thought, ""what do I need this for? Do I really need this? I was looking for something smaller than my laptop, and the Fire HD 8 seemed to fit the bill. And after using it for four years and noticing how much I use it every day for a bunch of reasons, the answer was a resounding yes. And when compared to the Chrome Book and iPad, I have to say the amount I paid for it was about 1/3 or 1/4 of what the others cost. Very much recommended to someone who wants something inexpensive that is a workhorse for many projects.","10 11, 2020",RMMA0OVXN488T,Michael L. Williams,Very Nice Particularly For The Money Compared to the competition,1602345600
29,B07TMJ1R3X,"[0, 0]",1,"Update 4/24/22 - I wrote a review early on and Amazon never reached out. I have been commenting, chatting with Amazon and doing everything to try and get this fixed and now it is a a couple months past the ""warranty"". This is the worst tablet. I have it charged at 100% and it will not turn on. It turns on and off when it wants to. It can only be turned on when plugged into an outlet even though it is 100% battery. Worst purchase.

-------

Most reviews on this product are great and generally, I agree. I purchased this Fire in February and about 2 months ago I started having problems. Even with a full charge the Fire will go black screen and turn off and it will not turn back on even with the battery. It will not turn on unless I plug it into a power source so now I have to carry around a charger in my bag to make sure that this item turns on. Amazon's response is to do factory resets and constantly try to reset the whole Fire. The applications and everything works just fine on it, but if you do a quick Google search you'll see the articles and links showing that this is in fact an issue.","08 22, 2021",R1KHSSJI3GE7I9,JRDGZ,Looks like I got a faulty Fire,1629561600
30,B07TMJ1R3X,"[0, 0]",2,"I definitely didn't have high expectations when buying a budget tablet. I never intended to play any games or watch HQ movies. The ONLY purpose that I had in mind was to use this to watch YouTube before going to bed.

With that being said, even with such low expectations, I am highly disappointed. The tablet lags terribly even with no simultaneous apps being open. From sleep to wake up, it lags so much that it takes a very long time when I try to open the YouTube app or even a browser. The buttons do not function during this time because it's trying to process the simple task of waking up. It might be a good device to train your patience, which I always fail to achieve.

All in all, I still use it to view YouTube videos because once it gets going, it's better. However, if I knew that this device would struggle with such simple tasks, I would never have purchased it even for a heavily discounted price during the holidays.","02 24, 2022",R2UYYPOG7GIMKT,Mr. Ganji,Lags SO MUCH for such SIMPLE tasks,1645632000
31,B07TMJ1R3X,"[2, 2]",3,"It's probably good for movies and other things, but I bought it to replace an old kindle that read my audiobooks while driving in the car. This device turns the speech off when I hit a bump or turn sharply, it has to be perfectly still to keep working. And the longest I can set the speech for is 30 minutes, I have a 45 min ride to work which means I would have to play with it while driving on the highway to keep it reading out loud.
I haven't figured out how to get internet on it when I'm not home or at work, so if a book ends mid trip I can't open another book until I get to my destination. I have figured out to open the next 2 or 3 ahead of time, hoping that works for next time.","11 21, 2020",R3W043ZM7PZW2A,morgan1312,Does not replace my old kindle that had text to speech that read my audio books while driving.,1605888000
32,B07TMJ1R3X,"[0, 0]",5,"I purchased this tablet primarily for reading eBooks. It integrates seamlessly with my Amazon account so my entire Kindle library transferred when I entered my Amazon account information. I also use it for reading recipes while I'm cooking, because my phone is too small and I hate bringing an expensive laptop so close to my disaster of a cooking procedure.

I picked the 8 over the 10 because I wanted it to remain close in size to my old kindle or a regular paper book. If you're looking for something to watch videos and play games, I would pick the 10. Although the screen is good sized, I wouldn't really want to watch a movie on it for an extended period of time. The 8's size is perfect for reading books, and it easily slips into my purse.

One improvement I would like to see is that when you ask Alexa to search for such and such recipe, it only pulls up recipes from Allrecipes.com. I want it to pull up everything it can find on the web so I can scroll through it. The ""Reading Mode"" feature when using the web browser also seems picky, and I can't get it to remain open indefinably when I'm reading a recipe. This good be user ignorance, too.","07 22, 2021",R1M54D82AMU06E,Lillith,"Great for Reading E-Books, Recipes, etc.",1626883200
33,B07TMJ1R3X,"[0, 0]",1,"This advertises Bluetooth 5.0 and LDAC and they only headphones that support that is Sony XM4 or 3s. There is an insane amount of lag in videos. No matter what application you watch from. It starts off in sync and then the screen twitches and then everything goes for broke. I talked to customer service and finally got to a technician and we got dirty with details and it still hasn't been fixed. It's been 4 years and these all have the same operating system every fire tablets. So that means none of them work and I can't believe nobody has complained or mentioned this!! I am tired of doing their work for them and sitting on the phone and getting frustrated and messing with my emotions because of their lack of American love and to sell products that actually work as advertised!!! Before the return window closed, I wanted to figure this out because this would be a good tablet for the battery and the USB-C and especially they had phones if they actually worked properly, this would be the best tablet on the market unbeatable untouchable, but it's a knock off of itself... I asked for them to send me a plus because that has a better processor and maybe that would have fixed the problem, but their option is telling me to return it and rebuy it when I got it on sale and it's like triple the price. So you want me to return the tablet that doesn't work that you false advertise me on in the reason why I bought it and you want me to return it so I can purchase another one that's not on sale that's three times the price just to see if that works properly? Ummm no!!! You just lost yourself a customer. I'm a genius and I love to fix things and I was trying to help you guys out and I wasted enough time with you. I'm appalled at your option for helping fix this issue that solely relies on your false advertisements... I would rather get a handy j from Freddy Krueger, then to ever ever ever ever waste my time with an Amazon product if this is how they stand behind them...
If you plan on using the Bluetooth 5.0 and LDAC, do not get this tablet. It doesn't do anything except videos. Everything else, it's not powerful enough to do. Not even barely surf the web. They could have only fixed this, this would be the number one tablet on the market simply for what it's actually for, to enjoy videos and quietly without disturbing people around you and without being disturbed yourself....
All fire HD tablets are a fail!!! I appreciate you guys wasting all of the time you have made me waste for absolutely nothing... I won't be giving you guys any more free education.... Please move on with this and go buy something else unless you just want it for video and external speakers, then this is your tablet. I really wish they could have worked with me, cuz this had potential, but either way, hopefully this helps if you're in the market for the headphones and tablets","02 13, 2022",R2TIZFAIEPJJ2G,Brian Thomas,False advertising,1644681600
34,B07TMJ1R3X,"[0, 0]",5,"I traded in my 7th generation fire tablet for one of these because I was getting frustrated with the slow response, short battery life, and small storage (yes, I know you can use an SD card, but even that presents problems). I was pleasantly surprised to see that this one was noticeably better in all areas. The bigger screen makes it better for movies or web browsing, though not too big that it's cumbersome to handle. The battery lasts days now as opposed to minutes. It will even give you an estimate as to how much longer the battery will last on its current charge, or when plugged in, how long until fully charged. The processor is so much faster and the loading times for opening apps is significantly improved. It even has a game mode that will shut down all other apps to allow for more processing power to the game your playing. The bigger hard drive means there may not be a need for you to expand the storage, but I still use the SD card slot to transfer movies from my computer, so I'm glad it's still there.

If you're familiar with Amazon products (especially FireTV) you know that they are generally intended for people within the Amazon ecosystem (Amazon Prime and/or Amazon purchases). So when you scroll you ""Your movies,"" it's not going to be movies on your device, or even streaming services you subscribe to. It'll simply movies available on Amazon Prime, regardless of whether or not you subscribe. Same with music, books, etc. While it does make it feel like you're only using 2/3 of your device's full potential, it's not intrusive to the point that it becomes frustrating, and not to the point that I felt the need to remove a star.

Amazon has made huge improvements to their tablets, and this is the one to get if you're on the fence.","01 28, 2021",R2L51TQJR2UHQM,D. Surine,Huge improvement,1611763200
35,B07TMJ1R3X,"[0, 0]",4,"Considering the cost, this tablet performs fairly well. Those purchasing this tablet should not compare it to tablets made by Apple or Samsung, and it is important to keep in mind that this is really a Fire OS device, not Android. Yes - Fire OS is based on Android; but not the same - a hack is required to run Android apps and even with that they are not guaranteed to run 100% effectively. In short, apps by Google are not available on this app, smart home apps (not designed to work with Alexa), password managers, and other apps will not be available on the Fire Tablet. Overall, this is the perfect app for content consumption - those just needing a browser, those looking to watch Prime videos/movies, content on Netflix or Disney+, etc�?There are gaming apps as well; but most are not graphic intense. I also question the build quality, thinking back at the Nexus tablets that were released years ago, it seems like Amazon could have built these a bit better for the cost. Personally, I feel as if Amazon should switch to Android tablets. I know that they want to keep people in their ecosystem; however, with not many making Android tablets, this would make them more appealing and useful to many more people.","06 29, 2021",R2THQQ83YY4TLA,iMe,Bargain Tablet That Works Well,1624896000
36,B07TMJ1R3X,"[0, 0]",5,"I got the 7in and about a month later I upgraded to the 8in HD. I'm so glad I did. The battery life is way better, the size and weight are great. With the 7, I had to charge it once a day. If I wasn't using it, it would just die. Not the 8. I can use it for a couple of days and be fine.
This charges with a USB-C, which all my devices charge with, so it's easy to find a charger. It acts as an Alexa, so if you don't want to get the Alexa device and just prop the Fire 8 on a stand, it's perfect for that as well. The processor on this is not much faster, but fast enough that I feel a lot better using it.
My only con is the speakers. I didn't expect them to be great, but the volume is so low even when at its highest setting. I don't mind using headphones, but I like to fall asleep to a good book, but I can't hear as well.
Totally worth the upgrade though.","03 25, 2022",R28Y31F3GFGY77,Celeste Thoms,I upgraded from the 7 to the 8 and I love it.,1648137600
37,B07TMJ1R3X,"[0, 0]",5,"The amazon fire tablets are a great tablet, lasting a long time, and at a good price. This is my second one 5 years with the 1st fire tablet edition. The fire tablet 8 has Great screen clarity. It is bigger than my old 1 which is great for my reading Though slightly Awkward to hold with 1 hand all the time. All of my amazon music And videos automatically transferred over. Regular apps had to be reloaded. Have only had it a few days and I'm very happy and would tell anybody for the price by it. Can go on the internet and check your emails no problem. Not sure if I can download google chrome apps or not. Will have to check thoroughly with amazon technical services. Do read the intro when You buy the tablet as it gives a lot of good information. Also this tablet is very quick to respond when looking up something. During holiday season having trouble using my phone but not this tablet.","12 09, 2020",R21Y3URTLAMIU6,Kindle Customer,"Great tablet for internet, movies, books etc. at a fabulous price!",1607443200
38,B07TMJ1R3X,"[0, 0]",4,"I decided not to go for the higher priced 8"" tablet and try out the Amazon Fire 8"". Why? For what I use the tablet, I don't need all the bells and whistles. The tablet in the price range of $80+ was more than sufficient for my needs. I only gave four stars because I'm still in the process of learning how to use the tablet. It's quite different from the other one I had and so I find myself using a lot of time trying to be proficient. I miss the little thumb spot which I called ""home."" I know that's not the proper name. I can't find a ""home"" on Fire and so I find myself tapping the power button. I so wish that those who create our wonderful devices would prepare manuals--no, I don't want to buy one from someone who has decided to create a manual. I'd like to hear from someone in the company. I've tried to create my own manual and it's exhausting. I remember manuals and I miss them terribly. I like Fire. But I hate using all that time looking for descriptions as to ""how to"" do such and such a thing on the device. I don't remember spending all that time on the mini ipad. I don't like the look of advertising when I'm trying to do some task. On the other hand, the price is right. It would be nice, too, if Fire had a really helpful ""help.""","06 14, 2021",R2WR9I9EXN1VY2,Happy Grandmother,8" Fire Tablet Works,1623600000
39,B07TMJ1R3X,"[2, 2]",1,"This is my 6th fire tablet. I use it a lot but the most important things to me are book purchases for my kindle reader and my words with friends app. My old generation fire had an outdated words with friends app that was never upgraded. A lot of the games I play freeze up and you can't play anymore nor can you delete them. I bought a new fire thinking it would have the latest and greatest app for words with friends. But no! In fact, it is the same of maybe even a step down 😞 Very unhappy. I would not recommend buying it. When is Amazon going to get onboard and have better game apps that are regularly upgraded and keep up with all the other versions??","07 24, 2021",ROOYP836U6LKM,JoAn,Words with Friends,1627056000
40,B07TMJ1R3X,"[0, 0]",2,"Ive used Amazon Kindle and fire tablets from the get go. Ive never had a complaint about them. You use them, you charge them, you use them again. They're a freakin' life-saver.
I bought this HD version hoping to stay current w/Amazon's technology, updates, etc. but was disappointed in this newer version, 10th gen. First it doesnt seem to hold a charge any better than my previous generation Fire tablets, although that capacity is pretty good. But device began glitching by simply freezing. Windows could not be closed or scrolled. Tried restarting, clearing cache, finally called for some technical support like I had done several years ago w/a Kindle device and good results. Turns out that tech support is a thing of the past. They dont even claim to be technical support but since they are employed by Amazon as customer service reps they should magically know how to fix glitches, right? Wrong. Ok tried a few suggestions with no improvement so requested a return and replacement. Was told there are no replacements as the 'company' making them isnt making them any more. Say what again? I have eyes to see they are for sale right here on my trusty Amazon website. Ok, whatever, lemme just return it. Ok fine you have authorization to return it. A few days later I find out that Amazon is charging me a 'restocking fee'. Say what? You're going to take this glitchy item and stuff it back on the shelf? Not good biz practice, Amazon.
Amzn, the company w/premiere customer service that lives in a continent across the globe and could really care less about my inability to surf the internet at 2 am.","02 07, 2021",R25OMLCJRRD7FT,Mining the Oort,Prefer past gen Fire,1612627200
41,B07TMJ1R3X,"[0, 0]",2,"On my new table, the screen initially starts like the old style, the screenshot on the left. At some point, the screen changes over to the one on the right. This message pops up. At first, I don't recall the message pooping up and the screen designed just changed. I later realized that it did and I was just closing it. I also didn't really pay attention that it was telling me the screen was redesigned supposedly to make it easier on me, with just having the three headings or tabs. If you look at the pictures of the tablet advertised, it shows the old style, not the ""new and improved"" style.

I called Amazon support and they did an extensive troubleshooting session with me which included a hard boot. The screen would show up as the old way, but then at some point it would change to the ""new and improved"" appearance. I tried registering it many times and most of the time the screen would become the old style only to change to the "" new and improved"" style. Why would they do this? Anyway, I complained so they sent me a new tablet and said to just keep the first one. Well, I got the replacement and guess what? It does the same as the first one!

Why doesn't the developer of this particular tablet realize the error in programming the device? Why don't the people that creates the advertisement on the website know this feature put the picture of the ""new and improved"" screen on the website? Why isn't the people that troubleshoot these tablets aware of this? Why change the screen on the tablet? Who is ""we"" decided? Are they actual customers that have suggested a change is needed?

I've managed to keep one of the tablets on the original screen set up for now, but who knows when it will decide to change. Now I have two tablets! I guess since these are so cheap compared to the Samsung tablet and iPad, what can I expect. I wish I could afford a better quality tablet!

BTW, I started writing my review on the new tablet and attach the photos, but I got an error that they are trying to fix it. I had to use my old tablet to create this. Don't they have people that do all kinds of testing before they actually roll the product out? I used to test software for errors. I wish I could do a work from home job doing testing!

Other than having the issue with my screen converting over to the ""new and improved"" screen and not being able to attach photos, the tablet is okay.","12 13, 2020",R36Y7HVRAM2EKF,Rabbit Habit Rabbit Habit,It has some stupid functioning issues. The need to hire me to text this stuff out!,1607788800
42,B07TMJ1R3X,"[0, 0]",3,"I found that when I was Amazon website using the Silk browser it automatically put me on the mobile display. I changed the display to the desktop display, but the setting was not retained. Every link that I clicked on opened in the mobile display.
I spoke with a tech and we tried to troubleshoot the issue, which included resetting the device to the factory setting.
Nothing worked.
The tech's comment was that is how it is designed for the Fire HD8 software.
I feel it is a defect and asked that he report it as such.
None of my other Fire tablets ever had this issue.
Once I chose the desktop option for viewing, it retained the settings for whatever links I clicked on.
Unfortunately, this was a deal breaker for me.
I liked everything else about the tablet. It is a good size and a comfortable weight.
Although I chose 5 stars for battery life, I only had the device for one day. For that day, the battery life seemed good.","11 30, 2021",R32CIDBIJNLADU,Ruth,The software didn't work as I expected with the Silk browser for the Amazon page.,1638201600
